"gender","age","membership_start","income","ave_spend","max_spend","tenure","recency","frequency","monetary_value","r_score","f_score","m_score","fm_string","fm_score","rfm_string","rfm_score","person_id"
"F",43,"2017-11-11",57000,16.05,18.22,257,210,2,32.1,"1","1","3","13",4,"113",5,"2556369f205a4df3a98576db534801a9"
"M",72,"2016-11-03",73000,18.24,26.5,630,618,11,200.6,"4","8","9","89",17,"489",21,"2556c2b37ede4b10ab71be2fe6a32d7f"
"O",67,"2018-06-26",37000,4.15,13.13,31,684,6,24.89,"8","5","3","53",8,"853",16,"25617a632ba74cfe84ef220d93dff2d7"
"M",58,"2014-02-04",63000,14.8,20.51,1633,648,5,74,"6","4","5","45",9,"645",15,"25656382424241009698120962046477"
"M",58,"2017-01-14",70000,19.83,34.31,558,678,13,257.74,"7","9","10","910",19,"7910",26,"25728973953247e0967b02785afeed97"
"F",58,"2015-08-16",79000,23.58,28.71,1076,504,8,188.62,"2","6","9","69",15,"269",17,"2572edba34644161b70d0d0f0a4f08f8"
"F",88,"2015-11-29",78000,18.2,25.94,970,702,9,163.77,"9","7","8","78",15,"978",24,"257cdf8cf4ff419ba42b2baa13f5da17"
"F",35,"2015-09-20",54000,15.77,24.78,1041,696,8,126.13,"9","6","7","67",13,"967",22,"257ea016615b44b9ba7caca046d0261a"
"M",19,"2017-05-07",67000,16.68,25.16,446,714,8,133.47,"10","6","7","67",13,"1067",23,"2584539e0cdc4fb2b3e5f96a4926be39"
"M",49,"2015-08-23",64000,2.67,7.35,1069,708,11,29.36,"10","8","3","83",11,"1083",21,"2587453d93c142a78c51f667214ad874"
"M",27,"2016-06-14",41000,10.96,16.48,773,708,15,164.36,"10","9","8","98",17,"1098",27,"2587a4254c8744288dc5e472119a4274"
"F",73,"2017-12-20",43000,2.96,4.82,218,714,6,17.78,"10","5","2","52",7,"1052",17,"2592eba5061344858194f091dea0af7b"
"F",26,"2017-06-08",41000,3.83,13.13,414,594,9,34.43,"3","7","3","73",10,"373",13,"2593fc0f13c24edc8455c68de6b38eab"
"M",29,"2016-10-14",53000,12.98,26.81,651,714,13,168.75,"10","9","8","98",17,"1098",27,"25a132b5f6604288a53d48a5f2792735"
"M",50,"2017-09-28",52000,13.36,18.99,302,690,9,120.23,"8","7","7","77",14,"877",22,"25a6a2df56ba4a4a9ad898dbf083c6b5"
"F",58,"2016-01-29",76000,19.75,32.54,909,708,12,236.94,"10","8","9","89",17,"1089",27,"25a6a84ea8f74fcaac3768c839b1a8a6"
"F",37,"2016-01-09",37000,10.72,21.63,929,702,11,117.97,"9","8","7","87",15,"987",24,"25a6c63aec2747b39c62a7a0565ed7b0"
"F",30,"2015-11-24",69000,51.9,588.17,975,690,17,882.37,"8","10","10","1010",20,"81010",28,"25aa446cf4ff48b18c9de45c182840d4"
"M",75,"2017-08-09",92000,155.3,805.77,352,696,6,931.81,"9","5","10","510",15,"9510",24,"25adc7b5ab704fcc9f8777ed914234ff"
"M",18,"2018-01-12",31000,2.81,7.42,195,612,20,56.2,"4","10","4","104",14,"4104",18,"25af91e1d87248c387b17bcba16372b8"
"M",54,"2016-08-14",85000,20.61,34.05,712,642,13,267.9,"5","9","10","910",19,"5910",24,"25b16f192a9c418cbc29c814abd62062"
"M",49,"2016-04-15",112000,28.77,42.9,833,618,11,316.42,"4","8","10","810",18,"4810",22,"25b56c38ef4e4a138d857697262d6294"
"M",61,"2013-10-01",57000,3.72,13.1,1760,696,17,63.21,"9","10","5","105",15,"9105",24,"25b6b459f09a4f93841faabcb78a24e5"
"F",61,"2017-04-02",119000,124.62,791.79,481,690,8,996.96,"8","6","10","610",16,"8610",24,"25c258df0487470c8d1cfed9feca14cd"
"M",51,"2014-09-13",79000,19.23,30.17,1413,666,6,115.35,"7","5","7","57",12,"757",19,"25c34888681c46acb8aff3ef0a842aca"
"M",23,"2017-06-19",59000,3.43,8.57,403,654,12,41.17,"6","8","4","84",12,"684",18,"25c89cd833a04d51b76510b1ae335476"
"F",37,"2017-02-26",54000,37.96,550.37,515,714,22,835.05,"10","10","10","1010",20,"101010",30,"25cbf4fb784e463a99bf0c24588c0aba"
"F",75,"2017-12-18",67000,20.33,31.48,220,678,4,81.32,"7","3","5","35",8,"735",15,"25ce0d7c643f4044bd8da5ddd0d3e861"
"M",81,"2017-10-09",41000,2.08,2.62,291,594,4,8.31,"3","3","1","31",4,"331",7,"25d13cfaeaa94d1e9c72eac919a40e64"
"F",74,"2015-10-11",65000,18.07,31.03,1020,654,8,144.58,"6","6","8","68",14,"668",20,"25d1e76f7c0b43579b0e5a07cc827bf5"
"M",75,"2017-05-29",116000,30.07,45.36,424,678,3,90.22,"7","2","6","26",8,"726",15,"25d81869d43045c09ebf32a6696908e6"
"M",63,"2017-10-31",32000,2.03,5.9,268,678,7,14.22,"7","6","2","62",8,"762",15,"25e01569a79f4bf080b447a94cc92e31"
"M",42,"2018-04-23",34000,2.93,8.51,95,684,9,26.36,"8","7","3","73",10,"873",18,"25ea68fd0d5541c4a4b24b16d02e88df"
"F",57,"2018-03-25",98000,29.77,44.54,123,444,4,119.07,"1","3","7","37",10,"137",11,"25f66f03dbcb42f89a31b53d15a8f729"
"M",39,"2017-04-25",61000,4.11,11.43,458,684,16,65.82,"8","10","5","105",15,"8105",23,"25ff4f5d2d354e599980dc5fd3f50021"
"F",59,"2018-01-22",70000,19.64,24.17,185,612,2,39.29,"4","1","3","13",4,"413",8,"260e79fc9c0e4c9aad32752767e9d74d"
"M",66,"2016-03-26",75000,18.71,28.51,852,648,4,74.84,"6","3","5","35",8,"635",14,"260f7d2ea4c146fca9760a1c54e8ecd4"
"F",63,"2015-09-08",94000,29.18,50.59,1053,408,8,233.47,"1","6","9","69",15,"169",16,"2617bb645c38463ab5b0353e8e83ce3e"
"M",36,"2018-07-09",91000,28.29,38.96,18,666,4,113.17,"7","3","6","36",9,"736",16,"261a27512c6b4c8aaa8cfc6fa465f463"
"M",38,"2017-12-14",61000,17.06,27.79,224,642,9,153.54,"5","7","8","78",15,"578",20,"261e8e8518ef4383b1b1f3243a29c337"
"M",61,"2017-08-07",72000,42.45,123.29,354,510,3,127.35,"2","2","7","27",9,"227",11,"262277a4539a4ebda2d262bd0f6e438b"
"F",33,"2017-07-28",40000,27.94,269.15,364,642,13,363.2,"5","9","10","910",19,"5910",24,"26275bfb01394582b7b5e49f9d0b7d27"
"M",40,"2018-02-27",53000,1.63,3.05,149,582,5,8.17,"3","4","1","41",5,"341",8,"262ad0fb526a4d53b572007da60cce24"
"F",59,"2014-06-17",55000,7.8,12.63,1501,576,4,31.21,"3","3","3","33",6,"333",9,"262f64385fbf4b1081b62fcc19e74982"
"M",59,"2017-12-12",67000,3.22,5.83,226,594,6,19.33,"3","5","2","52",7,"352",10,"2633bf11fcfa48ae8a94398d5239e88d"
"M",50,"2017-12-24",59000,2.3,7.14,214,660,10,22.99,"6","8","2","82",10,"682",16,"26451d397a1b44889c7adcc3a50268df"
"M",57,"2015-05-14",82000,19.55,23.55,1170,714,6,117.3,"10","5","7","57",12,"1057",22,"264f1758fc9744a9badd3906364a598a"
"F",70,"2017-01-19",36000,10.49,20.17,553,660,16,167.89,"6","10","8","108",18,"6108",24,"264f876fe2ff4fbfb9e417dd7c140e96"
"F",48,"2017-12-04",32000,1.71,3.26,234,684,4,6.85,"8","3","1","31",4,"831",12,"265189106dc54eb9863e31f174e66d64"
"M",23,"2017-09-16",41000,2.97,5.72,314,696,7,20.78,"9","6","2","62",8,"962",17,"2651b50d3ae04065b8ee3df543db734e"
"M",37,"2014-05-31",66000,3.98,16.67,1518,684,21,83.66,"8","10","5","105",15,"8105",23,"26597fda4cf64c70961450d5a5f515a3"
"F",50,"2017-08-28",74000,17.92,27.58,333,648,3,53.77,"6","2","4","24",6,"624",12,"266271257b10422199198067f9773df6"
"M",49,"2017-08-07",65000,68.65,453.63,354,624,9,617.82,"4","7","10","710",17,"4710",21,"2663c7215b864922b7c1675cb9c626f3"
"F",44,"2017-06-24",87000,21.74,28.78,398,666,12,260.89,"7","8","10","810",18,"7810",25,"2675f5b204f74dfa8f1ea3ed3282ce8c"
"M",72,"2017-04-13",85000,20.47,20.47,470,564,1,20.47,"2","1","2","12",3,"212",5,"267b167e0b714ae3b4c4216fe0deb31f"
"M",28,"2018-07-26",33000,0.85,1.52,1,630,7,5.93,"5","6","1","61",7,"561",12,"267e47de94fd46b1afa96dea1c9d3cbf"
"M",45,"2016-01-17",36000,7.54,12.32,921,600,17,128.22,"3","10","7","107",17,"3107",20,"26829118683847c8ae5374b27a1e774d"
"F",32,"2017-12-06",42000,0,0,232,0,0,0,"1","1","1","11",2,"111",3,"2682bb50eda949cfafb70837c61270d9"
"F",89,"2016-03-21",76000,18.42,23.81,857,678,9,165.8,"7","7","8","78",15,"778",22,"268462c0904d48b0b2db3c3d27ea8dd3"
"F",52,"2014-05-20",32000,2.21,8.66,1529,702,22,48.53,"9","10","4","104",14,"9104",23,"26873f30a4b740e1b1831fc5e76d2fd3"
"M",52,"2018-02-14",37000,2.48,4.41,162,714,5,12.4,"10","4","1","41",5,"1041",15,"269022e1a85746a59d0c6bd1ec8634ab"
"F",44,"2014-07-15",55000,2.38,6.33,1473,708,18,42.76,"10","10","4","104",14,"10104",24,"269424f345f6478e822a0ec4aebb97fe"
"M",55,"2017-10-14",52000,21.6,28.3,286,558,4,86.4,"2","3","5","35",8,"235",10,"2698c067b1d74815bc3a899e301f93e8"
"M",41,"2015-10-24",1e+05,23.61,35.88,1007,600,8,188.87,"3","6","9","69",15,"369",18,"269dce9ba8004504ae3a587a7df9db13"
"F",65,"2016-06-15",75000,16.73,25.56,772,570,12,200.81,"3","8","9","89",17,"389",20,"26a07f495d214125a9c20158be2afda5"
"M",76,"2015-04-18",78000,18.41,28.24,1196,522,6,110.47,"2","5","6","56",11,"256",13,"26a2ab820a234213818a1a15e15eafee"
"M",45,"2014-10-29",44000,2.86,7.97,1366,690,13,37.21,"8","9","3","93",12,"893",20,"26a94cd349bc4367a5d43e7ae4de3355"
"M",28,"2017-08-03",33000,2.95,5.7,358,600,8,23.6,"3","6","2","62",8,"362",11,"26b829cb9bf64ee7b5fe79a7a7ba1c4d"
"F",71,"2016-07-14",86000,25.75,33.13,743,510,5,128.73,"2","4","7","47",11,"247",13,"26bfddab97dc45948c64ee63b7be2111"
"F",69,"2016-11-05",72000,18.05,27.36,628,690,6,108.31,"8","5","6","56",11,"856",19,"26c210f0e0c249f597a2a5663d4fead2"
"M",32,"2017-10-05",32000,8.12,15.07,295,594,11,89.33,"3","8","6","86",14,"386",17,"26c3b335700e432d9e2c7d3b4808c197"
"F",57,"2017-10-18",87000,26.09,37.69,282,660,7,182.64,"6","6","9","69",15,"669",21,"26d5c5a4bd894eddbcac85fa88c7e0d8"
"M",57,"2017-06-24",64000,18.04,28.79,398,678,14,252.52,"7","9","10","910",19,"7910",26,"26d9fdcb7d1b4b2eb60c7a65f5ba5266"
"M",43,"2018-07-13",38000,10.74,20.8,14,690,12,128.91,"8","8","7","87",15,"887",23,"26dc576d0d0746ddb3c3fd18dce6c904"
"M",59,"2016-12-25",34000,7.42,14.39,578,654,21,155.85,"6","10","8","108",18,"6108",24,"26de843918834f53b73844559b4b90f2"
"F",66,"2017-10-19",83000,27.19,33.57,281,396,2,54.37,"1","1","4","14",5,"114",6,"26df95a49cbd48f3b18bfbb31d240c7c"
"F",56,"2017-12-09",88000,23.24,29.63,229,624,8,185.9,"4","6","9","69",15,"469",19,"26e2866577a944acbf38038321a3dec4"
"F",74,"2018-07-13",57000,11.98,16.54,14,696,6,71.88,"9","5","5","55",10,"955",19,"26e3b1d4b03740bfadb3a245c852548f"
"F",61,"2017-02-20",107000,26.37,36.22,521,618,7,184.58,"4","6","9","69",15,"469",19,"26e8ef90d9d64c919ebbe964781c122f"
"M",25,"2016-01-12",59000,3.92,13.15,926,702,17,66.59,"9","10","5","105",15,"9105",24,"26fcd3c2c294477ea0cca9c5906850df"
"M",77,"2017-09-23",41000,2.24,4.82,307,654,8,17.92,"6","6","2","62",8,"662",14,"26fd17f8610343a9863c5fe6c287f4e5"
"F",68,"2017-08-02",101000,25.29,36.82,359,516,6,151.75,"2","5","8","58",13,"258",15,"26ffde4f42334fe7b162f2186070fe53"
"F",22,"2018-04-26",32000,19.19,71.12,92,648,4,76.76,"6","3","5","35",8,"635",14,"2702f042f8f7405893d0c562e9813342"
"F",28,"2016-08-24",34000,20.27,202.1,702,684,16,324.29,"8","10","10","1010",20,"81010",28,"2704e553ed8143569367e34c7c620f5f"
"M",30,"2016-07-31",64000,14.94,29.35,726,666,21,313.64,"7","10","10","1010",20,"71010",27,"270c6126f02b4419a443f7b0e0c4d276"
"F",51,"2017-11-08",70000,2.28,4.6,260,582,4,9.11,"3","3","1","31",4,"331",7,"2712ab2dbb1d412aa69adba136ef2f7c"
"F",47,"2017-08-10",53000,0,0,351,0,0,0,"1","1","1","11",2,"111",3,"27228232d0a649a1abb48246eb5616f9"
"M",48,"2017-11-07",47000,11.33,18.31,261,618,12,135.94,"4","8","7","87",15,"487",19,"27245e1e8db44beaaaf08b20083cc824"
"M",68,"2018-05-11",63000,18.68,22.34,77,642,2,37.37,"5","1","3","13",4,"513",9,"2728be6b92094e9caa4a5c1dae801de6"
"M",57,"2017-10-25",97000,32.34,41.52,275,522,4,129.35,"2","3","7","37",10,"237",12,"272dc7a93ed646f1ac585836e869ed02"
"F",67,"2017-06-29",89000,28.48,36.29,393,510,8,227.82,"2","6","9","69",15,"269",17,"27345a9ee74f4ed08dc85495daafddc2"
"F",66,"2016-01-23",115000,32.04,39.19,915,660,6,192.25,"6","5","9","59",14,"659",20,"2740d12ff4d046c0a45a27652d85963d"
"M",63,"2017-12-11",61000,21.3,25.34,227,480,5,106.48,"1","4","6","46",10,"146",11,"2741670cdc3e414586958f319321148e"
"F",48,"2016-02-09",42000,12.61,23.69,898,666,13,163.98,"7","9","8","98",17,"798",24,"274d1c34654b44e18c63042367453f60"
"M",26,"2018-02-02",34000,3.19,5.81,174,624,4,12.78,"4","3","1","31",4,"431",8,"27573d3ebc154a48a9cd245ae16b71a2"
"M",51,"2016-12-14",114000,28.95,41.1,589,702,16,463.13,"9","10","10","1010",20,"91010",29,"27586221a0a5482b960ac41506d2c316"
"M",56,"2017-10-07",64000,2.69,4.14,293,534,3,8.07,"2","2","1","21",3,"221",5,"275d6ac7d0c84a43a54d4645daa913fd"
"M",30,"2016-07-19",51000,16.41,27.08,738,684,8,131.24,"8","6","7","67",13,"867",21,"2768c4eb6ffb4dd09c94f9fb04252d22"
"M",54,"2018-02-07",56000,0,0,169,0,0,0,"1","1","1","11",2,"111",3,"276f46b068304479b621af1a0dcc6f95"
"F",66,"2015-04-12",60000,2.7,5.64,1202,672,10,27.05,"7","8","3","83",11,"783",18,"277334e21978461f9da3d71a36522fe4"
"M",51,"2017-09-04",75000,17.71,23.09,326,678,9,159.42,"7","7","8","78",15,"778",22,"277895e472da4d1e9eb851b8be60b707"
"F",78,"2018-07-22",66000,3.41,6.78,5,288,3,10.22,"1","2","1","21",3,"121",4,"27793a3c6dfe47cda8ee29432c6f6603"
"F",77,"2017-02-08",71000,18.7,30.19,533,420,5,93.5,"1","4","6","46",10,"146",11,"277bbd0786eb43818805598ba5640253"
"M",58,"2018-06-12",85000,135.44,597.19,45,672,5,677.19,"7","4","10","410",14,"7410",21,"277be19fac5f4e9bb5baeb665cc55873"
"F",64,"2016-04-27",107000,27.86,36.48,821,570,7,195,"3","6","9","69",15,"369",18,"277d5c3110104e278963d796465f45a8"
"M",53,"2017-11-26",81000,21.98,27.37,242,612,3,65.95,"4","2","5","25",7,"425",11,"27846a455b1b43a9a4f01b70b37dd781"
"F",68,"2017-09-01",92000,26.54,40.66,329,606,11,291.99,"4","8","10","810",18,"4810",22,"27877b28fd5743e6a8b828227e878113"
"F",65,"2018-01-17",72000,17.18,30.05,190,654,11,189.03,"6","8","9","89",17,"689",23,"2791079b898e42e8aa9af29483eb1d35"
"F",85,"2016-03-16",72000,15.18,26.76,862,648,5,75.92,"6","4","5","45",9,"645",15,"27920c5d12634b278ff089b05772f013"
"M",67,"2016-11-06",88000,22.44,36.69,627,714,10,224.44,"10","8","9","89",17,"1089",27,"27955fd02c4249469d4a74cc5475029c"
"F",75,"2018-07-06",68000,20.83,21.37,21,402,2,41.66,"1","1","4","14",5,"114",6,"27a28354145d4e26b5cc34c61e414ebc"
"M",53,"2018-01-31",94000,19.52,22.46,176,594,3,58.55,"3","2","4","24",6,"324",9,"27a40cc752e647a48175cf58244187ba"
"F",60,"2016-12-14",88000,25.46,36.08,589,708,11,280.07,"10","8","10","810",18,"10810",28,"27a46d6249d1469686d1a3ef57486d06"
"M",32,"2015-10-08",38000,9.57,19.02,1023,654,18,172.35,"6","10","8","108",18,"6108",24,"27aa749a6f5f448e91327028a2ac7fb5"
"F",61,"2017-08-05",61000,16.93,21.81,356,582,2,33.87,"3","1","3","13",4,"313",7,"27af52d345d4495fa34cf88ae428e768"
"F",70,"2017-10-08",57000,2.97,6.49,292,624,13,38.55,"4","9","3","93",12,"493",16,"27b1ef03d0b24290bd6eb37a30431e80"
"F",78,"2017-11-30",78000,20.8,25.59,238,714,4,83.19,"10","3","5","35",8,"1035",18,"27b2dc1b194f4451b0966de7a29c55a9"
"M",76,"2015-10-08",40000,3.95,10.73,1023,570,9,35.54,"3","7","3","73",10,"373",13,"27bfffa9acd44dcb8fb69066190fb935"
"F",51,"2018-01-23",67000,17.96,26.71,184,702,11,197.59,"9","8","9","89",17,"989",26,"27cb665ec6754c2b8731f37deefb229c"
"F",95,"2017-10-12",65000,18.23,25.45,288,468,2,36.45,"1","1","3","13",4,"113",5,"27d083732f2d4b74bbd1d31f94dbbb41"
"F",51,"2016-12-14",41000,10.81,19.38,589,666,11,118.92,"7","8","7","87",15,"787",22,"27d2cbe01e6b4732b02dd7988f4bc695"
"F",59,"2015-07-18",39000,3.06,10.69,1105,684,9,27.52,"8","7","3","73",10,"873",18,"27dc0c59b79c4ceeb2ef08f91c51a70e"
"F",54,"2017-01-31",107000,32.13,46.73,541,636,3,96.38,"5","2","6","26",8,"526",13,"27dcaf139e2f42cc8325f09ea090cdf9"
"F",27,"2016-06-10",45000,10.76,17.42,777,696,21,226.05,"9","10","9","109",19,"9109",28,"27e24d4d58c0473894035e6e0a74849e"
"F",74,"2017-09-20",104000,24.87,27.23,310,372,2,49.73,"1","1","4","14",5,"114",6,"27e698850e99408abf02b46f834083f5"
"M",79,"2016-07-27",112000,27.06,34.63,730,534,6,162.36,"2","5","8","58",13,"258",15,"27e7bc8c5bae4b8b908de6de1fb818f5"
"M",41,"2015-11-21",64000,15.11,29.79,978,630,13,196.46,"5","9","9","99",18,"599",23,"27e9b15f6003425495278e6aa2ea2366"
"F",71,"2016-01-12",79000,21.32,41.14,926,690,8,170.57,"8","6","8","68",14,"868",22,"27e9d546d7bb4bd2afcf63dd2363e684"
"F",30,"2018-06-06",31000,7.62,7.62,51,654,1,7.62,"6","1","1","11",2,"611",8,"27fc2e4cd78a4a258b9ef58be528beda"
"F",78,"2015-12-22",92000,26.46,27.06,947,630,2,52.93,"5","1","4","14",5,"514",10,"280288f242a04a76a154edc65c315d82"
"M",22,"2015-07-14",62000,3.33,5.15,1109,714,10,33.3,"10","8","3","83",11,"1083",21,"2814e3e30f2749a1bab4c14ee51de542"
"M",50,"2017-10-04",56000,14.5,28.46,296,690,12,173.95,"8","8","8","88",16,"888",24,"2819204bee6744448230fc8e6d0d098e"
"F",72,"2016-03-10",63000,10.35,12.08,868,666,5,51.74,"7","4","4","44",8,"744",15,"281c7fdffd2b4b3eb4662a3b0039b197"
"M",56,"2018-05-02",67000,2.15,3.6,86,642,6,12.89,"5","5","1","51",6,"551",11,"281d18c6603f43beb05270eb41d8c2f0"
"M",30,"2017-07-21",65000,19.59,36.19,371,696,18,352.62,"9","10","10","1010",20,"91010",29,"281d463f31e74ecaa4451d169868c5d7"
"M",18,"2013-08-08",56000,2.49,7.88,1814,684,19,47.27,"8","10","4","104",14,"8104",22,"2825186736d4433c98653bcea5957cb3"
"F",55,"2017-03-01",65000,3.95,12.44,512,684,18,71.02,"8","10","5","105",15,"8105",23,"28254160875943e883e1ed9460f8d65f"
"M",28,"2014-01-28",66000,3.61,6.58,1640,522,14,50.5,"2","9","4","94",13,"294",15,"2826b466083844f89c89e2a9214d8e2a"
"M",52,"2017-12-31",66000,12.67,17.65,207,642,8,101.35,"5","6","6","66",12,"566",17,"28314b79ec35499eb1bddc7eb88e2601"
"F",26,"2018-01-17",45000,3.48,5.98,190,702,7,24.38,"9","6","3","63",9,"963",18,"28416b56bdc94890a4996dd2dcc598b4"
"F",74,"2015-09-24",75000,19.89,25.42,1037,654,5,99.47,"6","4","6","46",10,"646",16,"28416e7d96d746fb9c1fb8223d9e4914"
"M",51,"2016-04-30",73000,20.23,37.79,818,690,12,242.7,"8","8","10","810",18,"8810",26,"284650de773c461da7dd5c547e5ac590"
"M",63,"2017-12-07",65000,4.39,7.79,231,690,7,30.73,"8","6","3","63",9,"863",17,"28465f0342684a99ab71310eda19c789"
"F",63,"2017-12-18",67000,18.06,26.42,220,696,6,108.33,"9","5","6","56",11,"956",20,"2848a8cd6c3c426ba8c4cf8b23249044"
"F",64,"2017-06-11",111000,30.7,49.23,411,666,6,184.21,"7","5","9","59",14,"759",21,"2851967ed02f4f49a2c8f7ce6b84a8a1"
"M",57,"2016-01-02",30000,2.69,10.93,936,642,17,45.77,"5","10","4","104",14,"5104",19,"28572d280d7d444797645548193497b7"
"M",67,"2016-12-28",78000,18.4,26.57,575,624,8,147.22,"4","6","8","68",14,"468",18,"28572e7d6527436db8221edf46c01888"
"M",69,"2017-10-10",86000,22.56,23.81,290,546,2,45.13,"2","1","4","14",5,"214",7,"285bbb626b184a4584ac5ede74925f7c"
"M",39,"2015-07-22",54000,2.51,8.16,1101,636,13,32.6,"5","9","3","93",12,"593",17,"285dce542f474db69e1217f094161a9f"
"M",60,"2018-06-28",35000,1.92,2.89,29,576,2,3.83,"3","1","1","11",2,"311",5,"285fc1b40f194fafbe95c9cfbc6b3d6f"
"F",81,"2017-09-28",57000,36.14,400.74,302,594,18,650.46,"3","10","10","1010",20,"31010",23,"286247110a534b28a223ce97782e84e4"
"F",49,"2018-06-02",94000,29.86,36.42,55,516,2,59.71,"2","1","4","14",5,"214",7,"2862b9171ce643b791ccfb527a9397e9"
"F",57,"2015-10-27",102000,22.83,35.56,1003,666,7,159.82,"7","6","8","68",14,"768",21,"286411d1df244cb4a18d1542834e3d8f"
"F",63,"2017-03-22",84000,23.32,42.08,491,570,13,303.15,"3","9","10","910",19,"3910",22,"286424d90dee4e23a07e1f374c69a89e"
"M",52,"2017-05-13",72000,3.87,16.2,440,684,30,116.17,"8","10","7","107",17,"8107",25,"28681c16026943e68f26feaccab0907f"
"M",71,"2017-11-27",52000,12.81,29.15,241,696,11,140.96,"9","8","7","87",15,"987",24,"28729ac457114d80bbb5854231e97fb5"
"M",47,"2017-06-01",43000,10.15,15.82,421,660,13,131.93,"6","9","7","97",16,"697",22,"28765f822e7f477b90a226ee29bcc473"
"M",70,"2017-06-01",54000,16.75,22.24,421,654,8,134.02,"6","6","7","67",13,"667",19,"2878b20520494107befe181e682a906f"
"F",53,"2017-10-25",88000,25.22,26.38,275,678,4,100.89,"7","3","6","36",9,"736",16,"2889214639664320b1c74db66c47d3fd"
"F",90,"2016-06-20",1e+05,31.05,42.42,767,534,6,186.29,"2","5","9","59",14,"259",16,"288bd96665ae45c287dec85634f318dd"
"M",58,"2017-12-03",89000,17.52,18.54,235,348,3,52.56,"1","2","4","24",6,"124",7,"2894765b4ac64256a0a17a6aeca42369"
"F",81,"2018-07-21",98000,0,0,6,0,0,0,"1","1","1","11",2,"111",3,"28975833b334404e9fecc2e1522a5eb4"
"F",59,"2017-05-25",96000,23.76,33.99,428,612,8,190.07,"4","6","9","69",15,"469",19,"289dc52e39c04fdaaff331dff8529d00"
"M",63,"2018-04-11",43000,2.66,6.79,107,672,7,18.59,"7","6","2","62",8,"762",15,"28a45a9bab2c4a4bb3160af39053318a"
"M",34,"2018-03-01",48000,10.89,18.21,147,624,14,152.48,"4","9","8","98",17,"498",21,"28ae5599449d43288b3e0983080ad04c"
"M",56,"2014-02-25",65000,2.82,8.41,1612,666,13,36.67,"7","9","3","93",12,"793",19,"28b230b668d04ec7ad17f95562d2ec5e"
"F",58,"2016-12-07",57000,13.59,25.48,596,612,8,108.68,"4","6","6","66",12,"466",16,"28b3976a307449579b63b27029baae63"
"M",43,"2017-08-30",34000,6.75,17.6,331,708,18,121.51,"10","10","7","107",17,"10107",27,"28b3a891cbfa45b1b4f242a8ae561cca"
"F",33,"2016-03-24",71000,14.78,30.46,854,624,13,192.14,"4","9","9","99",18,"499",22,"28b4168756ee40559f8d8a98762f28ab"
"M",28,"2018-03-01",44000,2.29,4.91,147,690,6,13.71,"8","5","2","52",7,"852",15,"28b76b8d5fca4472843858b69a9ad5f3"
"F",100,"2017-09-05",118000,27.23,37.2,325,600,7,190.61,"3","6","9","69",15,"369",18,"28bbebb2b76f4057b1115dd80441e37a"
"M",50,"2018-07-19",51000,2.64,5.71,8,666,9,23.78,"7","7","2","72",9,"772",16,"28be7b9a77ee43569a5f7773127fc47b"
"F",90,"2016-08-01",57000,14.74,20.47,725,702,10,147.36,"9","8","8","88",16,"988",25,"28cc0c2d82474a929113d297cc109163"
"F",28,"2018-07-14",57000,3.94,7.32,13,618,5,19.68,"4","4","2","42",6,"442",10,"28d2a4892f5b42c7afd7583c26fbfe21"
"F",61,"2016-01-02",76000,19.16,28.28,936,666,11,210.8,"7","8","9","89",17,"789",24,"28d4c05648fc455c9797496f3bdf8105"
"F",52,"2015-12-17",84000,25.25,30.43,952,684,3,75.75,"8","2","5","25",7,"825",15,"28d6452ecc534860b70ab53d92dd1acf"
"F",59,"2015-09-09",85000,27.59,39.71,1052,630,7,193.1,"5","6","9","69",15,"569",20,"28de174a5c854dd1be3187dc6edae45b"
"M",74,"2016-09-24",51000,13.35,29.5,671,642,11,146.87,"5","8","8","88",16,"588",21,"28e0ef07b9ac4d4cb26c9182979c1069"
"M",24,"2018-05-08",51000,11.41,17.55,80,648,10,114.06,"6","8","6","86",14,"686",20,"28e1cc20d9eb4e77ba81846057def62e"
"M",42,"2015-10-16",87000,25.94,38.81,1015,504,6,155.64,"2","5","8","58",13,"258",15,"28e43ca045f648d2a2824bb22c2d8962"
"M",71,"2017-07-30",70000,2.71,4.29,362,696,6,16.24,"9","5","2","52",7,"952",16,"28e4688dc0dc45b5a85b7ef2c538a7e3"
"M",39,"2016-03-02",94000,24.29,31.72,876,654,5,121.47,"6","4","7","47",11,"647",17,"28e5db14f6fb4b83880350bbe155a731"
"F",65,"2016-05-24",116000,32.66,48.06,794,528,5,163.28,"2","4","8","48",12,"248",14,"28e8bc827dff4f0c92164efa3dd48804"
"M",42,"2015-02-01",72000,4.51,7.49,1271,516,12,54.16,"2","8","4","84",12,"284",14,"28e8c5a9884e4e6d988d19c59c51c4e2"
"F",71,"2016-06-11",64000,18.79,32.02,776,564,11,206.65,"2","8","9","89",17,"289",19,"28eb1aa28ee4478985329d822186ab0a"
"F",65,"2017-09-14",75000,15.41,19.45,316,672,3,46.23,"7","2","4","24",6,"724",13,"28f851eeb2f24f8da3742aa72065d342"
"F",38,"2018-04-11",44000,1.64,3.59,107,564,4,6.55,"2","3","1","31",4,"231",6,"28f9666945804ab0bfc63f3ec6ae9af1"
"F",74,"2016-01-03",39000,29.7,287.78,935,600,13,386.15,"3","9","10","910",19,"3910",22,"29033cded35c48d99cf6ef99f91fad66"
